,Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,avg_salary,min_salary,max_salary,age,python,sas,aws,spark,sql,tableau,tensorflow,nltk,power bi,excel,hadoop,azure,scikit-learn,NLP,r_prog,degree_req,job_simplifier,seniority,desc_len,competitor_count
289,"Conviva, Inc.",-1,2006,-1,Internet,"Have you streamed a program on Disney+, caught the latest binge-worthy series on Hulu, or tuned in for NFL highlights on social media? If the answer is yes, you have already benefited from Conviva's technology.

At Conviva, we create the technologies and standards driving industry transformation and streaming media growth worldwide. It's not about the data, it's about what you do with it. As the leader in global streaming media intelligence, Conviva measures in excess of 500 million unique viewers watching 150 billion streams per year with 1.5 trillion real-time transactions per day across more than 180 countries. Our platform and products are designed to deliver the real-time, cross-screen, integrated insights our customers need to understand their business and focus on what matters. Join us as we make streaming better.

What you get to do in this role:

Work on extremely large scale real time big data systems

Design and develop solutions for challenging distributed systems problems

Champion a high bar on code quality and unit testing

Mentor and lead junior developers

What you bring to the role:

10-12 years of hands-on software development experience

Strong CS fundamentals, including system design, data structures and algorithms

Ability to design high quality solutions for distributed systems

High level of proficiency in Java or Scala

Expertise in profiling and troubleshooting the JVM

Expertise in Big Data systems like Hadoop, Kafka, Spark, Flink, Druid, Hbase etc

Good analytical and troubleshooting skills

What will help you stand out:

Experience with real time big data streaming systems

Good Scala and functional programming skills

Experience working with massive data volumes

Experience on Flink or Akka

Conviva is the leader in streaming media intelligence, powered by its real-time platform. More than 250 industry leaders and brands including CBS, CCTV, Cirque Du Soleil, DAZN, Disney+, HBO, Hulu, Sky, Sling TV, TED, Univision, and Warner Media rely on Conviva to maximize their consumer engagement, deliver the quality experiences viewers expect and drive revenue growth. With a global footprint of more than 500 million unique viewers watching 150 billion streams per year across 3 billion applications streaming on devices, Conviva offers streaming providers unmatched scale for continuous video measurement, intelligence and benchmarking across every stream, every screen, every second. Conviva is privately held and headquartered in Silicon Valley, California, with offices around the world. For more information, please visit us at www.conviva.com","Lead Software Engineer, Big Data",Bengaluru,4.1,Unknown / Non-Applicable,"INR 6,025K - INR 6,531K",Information Technology,201 to 500 Employees,Company - Private,6278000.0,6025000,6531000,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,BDE,senior,2644,0
290,"Profectus Solutions Inc.",-1,2017,-1,"Department, Clothing, & Shoe Stores","What we are looking for:
Must be proficient in advanced working SQL, experience working with a variety of databases and a stronghold in Hadoop (Spark, Spring)/Google Cloud technology (AWS) for extracting and analyzing large datasets
Hands on experience with one or more of Java, Scala or Python language
Experience working in various data warehouses, reporting/ analytic tools and environments
Good to have an exposure to and fundamental understanding of advanced statistical techniques
Knowledge of deep learning and AI tools and their application in the Retail domain will be preferred

Responsibilities:
Design, construct, install, test and maintain highly scalable data management systems

Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and cloud-based ‘big data’ technologies

Create data catalog, data flow diagrams and interprets data results to users

Use data and their analytical ability to find and interpret rich data sources; manage large amounts of data; merge data sources; ensure consistency of datasets; create visualizations to aid in understanding data; aid in building mathematical/statistical models using the data; and present and communicate the data insights/findings and produce and present results with dashboard

You must be:
A team player who likes to work hard and play harder, have excellent interpersonal, organizational and time-management skills

Able to think strategically and analytically to effectively complete assigned work within given timelines

Someone who possesses excellent written and oral communication skills and have an attention to detail

A person with an ability to multi-task on multiple projects and tasks at the same time

A person who gives importance to attention to detail and be highly organized

Positive and upbeat with the ability to learn quickly

Be able to laugh. At others and most importantly at yourself. Need a sense of humor

You can expect:
A fast-paced, high-growth startup environment where you will gain a career and not just a job

The company to invest in your personal and professional development. We support your ongoing education and training by reimbursing you for relevant educational courses

An open office culture, no cabins or cubicles and a place that is looking for your input to help us grow

The support of your teammates to always do better. Own it and win together!

Exposure of International Retail market. Learn about a high growth industry and build critical skill-set

Excellent employee referral program. Refer your friends, work with your friends and be awarded for it

Work along with the smart, creative and energetic team who truly believe in ‘working hard and partying harder!’

Educational Requirement:
UG – B.Tech/B.E.",Data Engineer,Bengaluru,4.9,Unknown / Non-Applicable,INR 513K - INR 857K,Retail,1 to 50 Employees,Company - Private,685000.0,513000,857000,3,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,data engineer,na,2862,0
291,"Juniper Networks, Inc.",-1,1996,-1,Telecommunications Services,"About the Group:

The mission of the Juniper Digital Experience and Automation (DEA) team (part of the Juniper Global Services (GS) Organization) is to delight external and internal customers by delivering efficient, innovative solutions that are proactive, easy to use and self-service focused.

DEA is at the heart of the Global Services digital strategy. We buy, build and integrate innovative technologies that enables the Global Services business with a focus on business agility and efficiency. Through partnerships with business subject matter experts we identify need, ideate, determine idea value (ROI) and ultimately realize new capabilities. Automation, Data Science / Machine Learning and Advanced Analytics are critical components of that innovation work.

About the position:

We are looking for a savvy Data Engineer to join our growing DEA Team. The hire will be responsible for building, expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our citizen data scientists, data analysts and other DEA team members on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.

Responsibilities for Data Engineer
Create and maintain optimal data pipeline architecture,
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL, Snowflake and AWS ‘big data’ technologies.
Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
Work with data and analytics experts to strive for greater functionality in our data systems.
Strong communication skills
Required Qualifications:
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
Experience building and optimizing ‘big data’ data pipelines, architectures, and data sets.
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, metadata, and workload management.
A successful history of manipulating, processing and extracting value from large disconnected datasets.
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
Strong project management and organizational skills.
Strong communication skills with a growth and learning mindset
Comfort working in a dynamic, research-oriented group with several ongoing concurrent projects
Familiarity with git repo and willing to provide DevOps support for a brief period
Experience supporting and working with cross-functional teams in a dynamic environment.
We are looking for a candidate with at least 5+ years of experience in a Data Engineer role. The ideal candidate should have experience using the following software/tools:
Experience with big data tools: Hadoop, Spark, Kafka, etc.
Experience with relational SQL and NoSQL databases, including Snowflake, Postgres and Cassandra.
Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc.
Experience with AWS cloud services: EC2, EMR, RDS, Redshift
Experience with stream-processing systems: Storm, Spark-Streaming, etc.
Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.
Preferred Qualifications
MS in Computer Science, Electrical Engineering or other Engineering majors with 7+ years of total experience.
Knowledge and experiences using machine learning frameworks such as NumPy, ScikitLearn, MLlib, Tensorflow
Knowledge and experiences working with Kubernetes
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.

ABOUT JUNIPER NETWORKS

Juniper Networks is in the business of network innovation. From devices to data centers, from consumers to cloud providers, Juniper Networks delivers the software, silicon and systems that transform the experience and economics of networking. Our products and technology run the world’s largest and most demanding networks today, enabling service providers, enterprises, and governments to create value and accelerate business success. Everyday our 9,000+ colleagues come together across 46 countries to realize our company vision – Connect Everything, Empower Everyone. We are innovating in ways that empower our customers, our partners and ultimately, everyone, in a connected world. These customers include the top 130 global service providers, 96 of the Fortune 100 and hundreds of public sector organizations.

WHERE WILL YOU DO YOUR BEST WORK?

Wherever you are in the world, whether it’s downtown Sunnyvale or London, Westford or Bangalore, Juniper is a place that was founded on disruptive thinking – where colleague innovation is not only valued, but expected. We believe that the great task of delivering a new network for the next decade is delivered through the creativity and commitment of our people. The Juniper Way is the commitment to all our colleagues that the culture and company inspire their best work—their life’s work. At Juniper we believe this is more than a job - it is an opportunity to help change the world...",Senior Data Engineer,Bengaluru,3.8,$2 to $5 billion (USD),"INR  18,82,489",Telecommunications,5001 to 10000 Employees,Company - Public,1882489.0,0,0,24,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,data engineer,senior,6542,0
292,"Amazon.com, Inc.",-1,1994,-1,Internet,"Amazon has built a reputation for excellence with recent examples of being named #1 in customer service, #1 most trusted, and #2 most innovative. Amazons cloud product line Amazon Web Services (#AWS), is carrying on that tradition while leading the world in Cloud technologies globally. In India, Amazon Internet Services Private Ltd. (AISPL), is the local seller for cloud services (AWS Services) and is looking for an experienced and qualified personnel to join its Premium Support team in India focusing on Amazons AWS referred as AWS Support.

AWS Support provides global technical support to a wide range of customers using AWS Cloud as they build mission-critical applications on top of AWS services. As a member of the AWS Premium Support team, employed with and working for AISPL, you will be at the forefront of this transformational technology assisting a global list of companies that are taking advantage of a growing set of services and features to run their mission-critical applications. You will work with leading companies in this space and directly with the engineering teams within AISPL developing these new capabilities.

As a Senior Cloud Support Engineer you will do the following:
- Able to troubleshoot and resolve complex technical problems.
- Able to review customers architecture and provide guidance
- Develop and deliver training
- Partner with development teams on complex issues
- Participate in recruiting
- Write tools/script to help the team
- Work with leadership on process improvement or strategic initiatives.





Basic Qualifications

BASIC QUALIFICATIONS
§ Bachelors degree in Computer Science or equivalent
§ 10+ years of relevant experience
§ In depth understanding of RDBMS/NoSQL
§ Several years of working experience with OLTP/OLAP/Data modeling
§ Solid understanding of ETL/BI/BI tools
§ Experience with either of the following programming languages: Python/R/Scala/Java
§ Good experience in working with Distributed computing environment and virtualization
§ Demonstrated ability to successfully influence stakeholders with individually developed concepts
§ Strong written, verbal communication and persuasion skills

Preferred Qualifications

PREFERRED QUALIFICATIONS
§ Experience in working with ML models
§ Experience with query analyzers and query tuning / slow query optimization etc.
§ Exposure to security concepts
§ Experience with Monitoring / Troubleshooting tools
§ Experience in managing full application stack from the OS up through custom applications


Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.",Sr. Cloud Support Engineer Big Data,Bengaluru,4.3,$10+ billion (USD),"INR  14,39,361",Information Technology,10000+ Employees,Company - Public,1439361.0,0,0,26,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,BDE,senior,2816,0
293,"Google Inc.",-1,1998,-1,Internet,"Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who cannot work from India due to lockdown visa/travel restrictions, or other restrictive measures until further notice. Consequently, we will be prioritizing candidates who can start in this location by set date as expected. We're keeping the situation under review and would adjust our position should the restrictive measures be removed later on.

Minimum qualifications:
Bachelor's degree in Computer Science or related technical field, or equivalent practical experience.
3 years of industry experience in software development, data engineering, business intelligence, data science, or related field with experience in manipulating, processing, and extracting value from datasets.
Preferred qualifications:
Master's degree in Computer Science, or related field.
Understanding of Big Data technologies and solutions (Spark, Hadoop, Hive, MapReduce) and multiple scripting and languages (YAML, Python).
Understanding of Google Cloud Platform (GCP) technologies in the big data and data warehousing space (BigQuery, Cloud Data Fusion, Dataproc, Dataflow, Data Catalog).
Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment.
Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences.
About the job


At Google, we work at lightning speed. So when things get in the way of progress, the Business Systems Integration team steps in to remove those roadblocks. The team identifies time-consuming internal processes and then builds solutions that are reliable and scalable enough to work within the size and scope of the company. You listen to and translate Googler needs into high-level technical specifications, design and develop recommended systems and consult with Google executives to ensure smooth implementation. Whether battling large system processes or leveraging our homegrown suite of Google products for Googlers themselves, you help Googlers work faster and more efficiently.

Data Engineers understand internal processes and what it takes to run Google at speed with its ever growing scale. As a Data Engineer, you'll focus on solving problems and creating value for Googlers by building solutions that are reliable and scalable to work with the size and scope of the company.

You will play a major role in developing, deploying, and supporting Google’s internal business applications. You will be tasked with creating custom-built software on google stack, and you will be part of teams that implement vendor sourced enterprise software, configuring that software, customizing it, and integrating with other internal systems.

Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.
Responsibilities
Design, build and deploy internal applications to support our technology life cycle, collaboration and spaces, service delivery management, data and business intelligence among others.
Work closely with analysts and business process owners to translate business requirements into technical solutions.
Build internal solutions, with custom front ends (web, mobile) and backend services that automate business processes.
Maintain highest levels of development practices including: technical design, solution development, systems configuration, test documentation/execution, issue identification and resolution, writing clean, modular and self-sustaining code, with repeatable quality and predictability.

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",Data Engineer,Bengaluru,4.4,$10+ billion (USD),"INR  15,53,774",Information Technology,10000+ Employees,Company - Public,1553774.0,0,0,22,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,data engineer,na,4707,0
294,"NVIDIA Corporation",-1,1993,-1,Computer Hardware & Software,"NVIDIA is looking for an elite software engineer to join its Product Security Tools team. The position will be part of a dynamic crew that develops and maintains database and automation infrastructure services provided by NVIDIA Product Software Security. NVIDIA is crafting a vision of incredible user experiences in the mobile, embedded and automotive spaces by combining our leading-edge GPU and Tegra development efforts into creative boundaries pushing and genre-defining products. The Security Tools team helps make this vision possible by providing critical infrastructure, automation and support to our global development team.

We need an engineer with a background in infrastructure and software tool and solutions development on various platforms. You will collaborate with multiple product teams to understand their needs and come up with solutions. You should thrive on being in the critical path supporting thousands of developers working for billion-dollar business lines as well as intimately understanding the values of responsiveness, thoroughness, and teamwork. You should constantly be championing and implementing efficiency improvements across their domain. You will be working directly with our security, legal, and global development teams. This is a critical role with the opportunity to make a big impact in an exciting company.

What you'll be doing:
Work as a Tools Development Engineer in the Security Tools team on various database, infrastructure and integration projects while interacting with other multi-site team members (India, China & USA) during product life cycle by participating in all stages of secure software development.
Design, develop, and maintain databases, web user interfaces, tools and reports for various stages of development.
Collaborate with Product Software Security, Legal, and Release Infrastructure teams to create & enhance ability to approve and track open sourced software throughout the SDLC.
Collaborate with Product Software Security, Development, and Release Infrastructure teams to automate onboarding to Static Analysis solutions.
Demonstrate craftsmanship and produce high-quality software that is unit tested, code reviewed and checked in regularly for continuous integration.
Provide technical leadership and use engineering best practices to initiate, plan, and execute large-scale, cross-functional, and company-wide projects Identify, leverage, and successfully evangelize opportunities to improve engineering productivity.
Constantly look for opportunities to improve the infrastructure and tools, including developing process guidelines, mentoring.
What we need to see:
5+ years of experience in software design and development to build infrastructure and automation frameworks at large scale.
Bachelor’s degree in Computer Science or equivalent qualification.
Extensive programming experience in Python.
Understanding of C++ or Java.
Development experience with HTML5, Web Services, and Docker.
Hands-on experience in backend development using SQL and relational databases with solid skill in writing SQL queries.
Knowledge of various Javascript libraries such as jQuery, KnockoutJS, Angular, etc.
Experience with source control systems such as Perforce and Git.
Proactive and able to work effectively across different functional teams.
Demonstrate excellent written and verbal communication capabilities.
Ways to stand out from the crowd:
Working knowledge of building automation infrastructure and test management tools is a huge plus.
Experience using and creating web services for data delivery with REST APIs.
Knowledge of continuous integration.
Experience in NoSQL Database (Elastic Search /MongoDB)
Familiarity with creating and maintaining robust web UIs.
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","Senior Software Engineer, Product Security",Pune,4.5,$5 to $10 billion (USD),"INR  15,03,414",Information Technology,10000+ Employees,Company - Public,1503414.0,0,0,27,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,software engineer,senior,4010,0
295,"Standard Chartered PLC",-1,-1,-1,Investment Banking & Asset Management,"Job: Technology
Primary Location: ASEAN & South Asia-India-Chennai
Schedule: Full-time
Employee Status: Permanent
Posting Date: 12/May/2020
Unposting Date: Ongoing

About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.

To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.

We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.

Description:
Hands on working experience with Hadoop - Hive, Pig
Hands on experience of workflow/schedulers like NiFi/Ctrl M.
Hands on experience with Unix shell scripting
Experience with Apache Spark (required)
Good to have experience with Storm, Kafka, Spark Streaming
Familiarity with data loading tools like Flume, Sqoop.
Good understanding of Object oriented design, Design Patterns
Strong development experience is a must. Consistent track record for education and professional career
Motivation to learn innovative trade of programming, debugging and deploying
Self-starter, with excellent self-study skills and growth aspirations
Excellent written and verbal communication skills. Flexible attitude, perform under pressure.
Test driven development, a commitment to quality and a thorough approach to the work.
A good team player with ability to meet tight deadlines in a fast-paced environment

Requirement:
Hadoop data engineer
Apache Spark
Hive, NiFi, Kafka, Scala
Unix shell scripting

Responsibilities:
Develop complex data flow, data structures using Hadoop stack (NiFi, Hive, Scala, Unix Scripting)
Maintain, enhance, and implement bug fixes and support the product and data systems; proactively monitor events, investigate issues, analyse solutions, and drive problems through to resolution.
Collaborate with team on data solutions
Enforce good agile practices like story estimation and test-driven development.
Identify opportunities for continuous and automated deployment.
Introduce and follow good development practices, innovative frameworks, and technology solutions that help business move faster.
Drive continuous improvement and innovation.
Work with cross functional teams effectively

Experience: 4-7 years overall (overall), 2-3 years on Hadoop tools

Apply now to join the Bank for those with big career ambitions.

To view information on our benefits including our flexible working please visit our career pages.",Senior Developer-Big Data,Chennai,3.7,$10+ billion (USD),"INR  5,51,546",Finance,10000+ Employees,Company - Public,551546.0,0,0,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,BDE,senior,2816,0
296,"Accion Labs Inc",-1,2011,-1,IT Services,"Sr Engineer (Big Data, Hadoop, Spark)

What you will do:

·Build large-scale batch and real-time data pipelines using the latest technologies to support production systems.

·Apply design-thinking and agile mindset in working with other engineers, and business stakeholders to continuously experiment, iterate and deliver on new initiatives.

·Leverage best practices in continuous integration and delivery.

·Help drive transformation by continuously looking for ways to automate existing processes, testing, & optimize data quality.

·Explore new capabilities and technologies to drive innovation.

What you need:

·5 to 7 years of experience building data products leveraging big data technologies (Hadoop, Spark, Kafka, ElasticSearch)

·Experience writing clean and concise code using Java / Scala / Python

·Experience with pipeline tools (Airflow / Luigi / Nifi)

·Experience with modern data warehousing tools (Presto / Snowflake / Redshift)

·Experience with public cloud environments

Nice to have:

·Knowledgeable about containers & orchestration (Docker, Kubernetes, Mesos)

·Knowledgeable about data modeling, data access & data storage techniques.

·Continuously learning the mindset and enjoy working on open-ended problems.","Sr Engineer (Big Data, Hadoop, Spark)",Bengaluru,3.8,$5 to $10 million (USD),"INR  13,31,456",Information Technology,1001 to 5000 Employees,Company - Private,1331456.0,0,0,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,BDE,senior,1270,0
297,"H & P Tax, H & P Consulting, Inc.",-1,-1,-1,-1,"Data Engineer

About Print Analytics

As part of the HP Inc. R&D Centre, Print Analytics Team work closely with Print GBU of HP Inc. across multiple domains. We deploy data products and analytics assets, provide data-driven actionable insights to influence business decisions.

Within Print Analytics, Supplies Analytics Team seeks to deploy data products through designing table structures and data flows, automating repetitive data tasks, building and maintaining data dictionaries, finding/resolving data anomalies and data errors. This would, in turn, result in delivering complex analysis and improving intelligence.

Business Environment

Supplies Analytics Team strategically partners with Big Data Business Transformation organization to deploy data products and deliver analytics to help them discover new opportunities and solve their business challenges in a data driven manner.

Role Description:
In order to deploy data products, we are looking for a high caliber and detail-oriented Data Engineer who can work in collaboration with cross-functional, cross-regional teams to establish and improve data pipelines. She / He will also be responsible for designing table structures and data flows, automating repetitive data tasks, building and maintaining data dictionaries, finding/resolving data anomalies and data errors. This would, in turn, enable downstream data analyses and AI/ML models.

The analyst would act as an informed team member who can help bridge technical data requirements.

Responsibilities:
Establishes secure and performant data architectures, enhancements, updates, and programming changes for portions and subsystems of data platform, repositories or models for structured/unstructured data.
Analyzes design and determines coding, programming, and integration activities required based on general objectives and knowledge of overall architecture of product or solution.
Writes and executes complete testing plans, protocols, and documentation for assigned portion of data system or component; identifies and debugs, and creates solutions for issues with code and integration into data system architecture.
Collaborates and communicates with project team regarding project progress and issue resolution.
Works with the data engineering team for all phases of larger and more-complex development projects and engages with external users on business and technical requirements.
Collaborates with peers, engineers, data scientists and project team.
Typically interacts with high-level Individual Contributors, Managers and Program Teams on a daily/weekly basis.
Defines and leads portions of project requirements for data exchanges and business requirements with externals and internal teams
Creates plans, data collection and analysis procedures and works with data insight visualization teams for assigned projects.
Collaborates with internal and external partners to perform experiments and validations in accordance with overall plan.
Collaborates with SMEs to develop procedures for collecting, recording, analyzing, and communicating data for review and feedback.

Education and Experience Required:
Bachelor's or Master's degree in Computer Science, Information Systems, Engineering or equivalent.
4-6 years’ experience in a data analyst or data engineering type role.

Knowledge & Skills:
Using data engineering tools, languages, frameworks to mine, cleanse and explore data.
Fluent in relational based systems and writing complex SQL.
Fluent in programming and automating repetitive tasks – preferably using VBA and Python
Fluent in complex, distributed and massively parallel systems.
Strong analytical and problem-solving skills with ability to represent complex algorithms in software.
Designing data systems/solutions to manage complex data.
Strong understanding of database technologies and management systems.
Strong understanding of cloud-based systems/services, including the AWS environment.
Database architecture testing methodology, including execution of test plans, debugging, and testing scripts and tools.
Ability to effectively communicate product architectures, design proposals and negotiate options at management levels.
Using scientific design and data collection methodologies, tools and analysis packages to collect, validate, and analyze research data.
Excellent written and verbal communication skills
Strong interpersonal skills and ability to work in a collaborative environment",Big Data Engineer,Bengaluru,3.3,Less than $1 million (USD),"INR  14,71,205",-1,1 to 50 Employees,Company - Private,1471205.0,0,0,-1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,BDE,na,4492,0
298,"Apple Inc.",-1,1976,-1,Computer Hardware & Software,"Posted: Jul 20, 2020
Role Number:
200182043
We at Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish.

Apple's Manufacturing Systems and Infrastructure (MSI) team is responsible for capturing, consolidating and supervising all manufacturing data for Apple’s products and modules worldwide within Apple’s Operations team. This data is stored and used during the entire product's lifecycle- from prototypes to mass production through warranty support for customers. Our environment develops product innovation, rapid iteration, and a liberating amount of autonomy. As an expert in developing software to manage large, multifaceted data sets, you'll be building platform for data ingestion, cleaning, transformation and evaluation to support a rapidly scaling organisation.
Key Qualifications
5+ years of professional experience with Big Data systems, pipelines and data processing
Hands on experience Big Data, data ingestion, data processing using Spark, Spark Streaming, Flink, HIVE, Kafka, Hadoop, HDFS, S3
Hands-on experience with design and development with NoSQL technologies Cassandra, HBase or similar scalable Key value-Stores and time series data stores like Druid, influx or similar
Understanding on various distributed file formats such as Apache AVRO, Apache Parquet and common methods in data transformation
Confirmed understanding of design and development of large scale, high efficiency and low latency applications is a plus
Understanding and experience with Micro Services is desired
Excellent problem solving and programming skills
Experience with containerization technologies like Kubernetes, Docker, Mesos, Marathon is desirable
Experience with CI/CD, debugging and monitoring applications and big data jobs is desirable
Description
- Develop solutions to answer sophisticated analytical and real-time operational questions
Help to design, architect and build the data platform using a variety of Big Data technologies
Design and develop applications involving data processing, hygiene, augmentation and transformation for distributed systems
Identify Data Validation rules and alerts based on data publishing specifications for data integrity and anomaly detection
Innovate by exploring, recommending, benchmarking, and implementing data centric platform technologies
Ensure operational and business metric health by supervising production decision points
Provide hardware architectural mentorship, estimate cluster capacity, and build roadmaps for Hadoop cluster deployment
Education & Experience
B.S., M.S., or PhD in Computer Science, Computer Engineering, or equivalent practical experience.",Big Data Engineer,Bengaluru,4.7,$10+ billion (USD),"INR  13,21,205",Information Technology,10000+ Employees,Company - Public,1321205.0,0,0,44,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,BDE,na,2794,0
299,"Inteliment",-1,-1,-1,IT Services,"JOB DESCRIPTION

Data Engineer

Role : Data Engineer

Experience : 3 to 5 year

Education

Graduation / Post Graduation : Specialization in Computer Science, Software Engineering, Business Analytics etc.

Key Responsibilities

Designing and developing scalable ETL scripts from the business source systems and the development of ETL routines to populate databases from sources and to create aggregates.

Responsible for performing thorough testing and validation to support the accuracy of data transformations and data verification

Suggest & implement best practices for performance tuning while working on the larger datasets.

Development and implementation of scripts for database maintenance, monitoring, performance tuning, and so forth.

Ensure proper data governance and quality of the data.

Define standard data management principles and policies for retention and archival.

Troubleshoots data issues within the business and across the business and presents solutions to these issues

Analyse complex data elements and systems, data flow, dependencies, and relationships to contribute to conceptual physical and logical data models.

Provide real time knowledge transfer to the team on the Requirements / Design & Development.

Manage the infrastructure & deployment of the release artefacts by coordinating with respective teams.

Work in an agile environment with the defined sprints to deliver the assigned work in the stipulated timelines.

Excellence in implementing, configuring and using Big Data technologies, including Hadoop, Spark, Solr, Kafka, Hive and Impala, and Cloud Platform such as AWS and Azure

Adhere to software development best practices and coding standards in all work products and participate in the refinement of those practices and standards to improve quality and productivity.

Design & development of an event-processing pipeline that can handle millions of events.

Required Skills

Minimum 3 years of hands on experience in data management & engineering environment.

Design & development of a data-processing pipeline that can handle millions of rows.

Design an innovative methodology to extract information from data.

Strong knowledge of core software technologies and fundamentals – specifically for large-scale distributed systems – and building highly available services.

Ability to go across the full product development lifecycle – from design and development, to testing and deployment, to running large-scale, highly-available services in production..

Preferred having fundamental knowledge of scheduling, synchronization, IPC and memory management.

Familiarity with code versioning tools such as Git, SVN and Mercurial.

Understanding of Agile & Scrum development methodology.

Must to have the Knowledge of AWS Services.

Desired Skills

Demonstrated clear and thorough logical and analytical thinking, as well as problem solving skills

Self-directed, ability to work independently and research innovative solutions to business problems

Must be flexible to travel onsite if required.

Effective interpersonal communication across various levels of the organization.

Ability to interpret, evaluate and communicate detailed information in a manner that is appropriate to the audience.

Ability to conduct root cause analysis and performance tuning for complex business processes and functionality.

Ability to interact with IT and business users across the organization to resolve issues and provide solutions in a timely manner.

Should be proactive & transparent in the in the deliverables & critical thinker while designing the solutions.

Team oriented and enjoys working in a collaborative development environment.

Tools & Technologies

Languages: Java, JavaScript, Software Development, C++, Linux, Software Engineering, MySQL, SQL, XML, C, Agile Methodologies, Python, C#, jQuery, HTML, PHP, Web Services, CSS, Eclipse

Code Management: Git, SVN

Operating System: Mac, Linux, Windows

Databases Technologies: SQL & NoSQL Databases (Postgres, MongoDB, AWS S3, Redis) etc.

Cloud: AWS

If you have got it all.. What are you waiting for?",Data Engineer,Pune,4.2,$50 to $100 million (USD),"INR  27,831/mo",Information Technology,51 to 200 Employees,Company - Private,333972.0,0,0,-1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,data engineer,na,4199,0
